column,metric,cohort,language,value
payload.pull_request.base.repo.open_issues_count,std,2017-09,Prolog,39.37495720508101
payload.pull_request.base.repo.open_issues_count,std,2017-09,Propeller Spin,0.42163702135578396
payload.pull_request.base.repo.open_issues_count,std,2017-09,Protocol Buffer,45.49006163388769
payload.pull_request.base.repo.open_issues_count,std,2017-09,Puppet,11.89863590241102
payload.pull_request.base.repo.open_issues_count,std,2017-09,Pure Data,3.775863193647627
payload.pull_request.base.repo.open_issues_count,std,2017-09,PureBasic,3.2702361450580972
payload.pull_request.base.repo.open_issues_count,std,2017-09,PureScript,15.179074791813207
payload.pull_request.base.repo.open_issues_count,std,2017-09,Python,543.6247641155297
payload.pull_request.base.repo.open_issues_count,std,2017-09,QML,33.608301811478334
payload.pull_request.base.repo.open_issues_count,std,2017-09,QMake,0.48795003647426666
payload.pull_request.base.repo.open_issues_count,std,2017-09,R,124.44116050608606
payload.pull_request.base.repo.open_issues_count,std,2017-09,RAML,9.712423427300152
payload.pull_request.base.repo.open_issues_count,std,2017-09,Racket,62.469382203321274
payload.pull_request.base.repo.open_issues_count,std,2017-09,Ragel,5.189587477036897
payload.pull_request.base.repo.open_issues_count,std,2017-09,Ragel in Ruby Host,
payload.pull_request.base.repo.open_issues_count,std,2017-09,Rascal,28.447947452948416
payload.pull_request.base.repo.open_issues_count,std,2017-09,Rebol,2.289504327438469
payload.pull_request.base.repo.open_issues_count,std,2017-09,Red,154.36032472265939
payload.pull_request.base.repo.open_issues_count,std,2017-09,Ren'Py,50.088343007761374
payload.pull_request.base.repo.open_issues_count,std,2017-09,RenderScript,
payload.pull_request.base.repo.open_issues_count,std,2017-09,Ring,0.534983080621924
payload.pull_request.base.repo.open_issues_count,std,2017-09,RobotFramework,9.019095888630273
payload.pull_request.base.repo.open_issues_count,std,2017-09,Roff,23.427222862907747
payload.pull_request.base.repo.open_issues_count,std,2017-09,Ruby,483.0463726491645
payload.pull_request.base.repo.open_issues_count,std,2017-09,Rust,718.7850477184672
payload.pull_request.base.repo.open_issues_count,std,2017-09,SAS,4.032040791110187
payload.pull_request.base.repo.open_issues_count,std,2017-09,SMT,21.707949572146738
payload.pull_request.base.repo.open_issues_count,std,2017-09,SQF,16.64038759935116
payload.pull_request.base.repo.open_issues_count,std,2017-09,SQLPL,5.99935901426171
payload.pull_request.base.repo.open_issues_count,std,2017-09,SRecode Template,0.0
payload.pull_request.base.repo.open_issues_count,std,2017-09,SaltStack,18.110240262425734
payload.pull_request.base.repo.open_issues_count,std,2017-09,Scala,133.29361450240526
payload.pull_request.base.repo.open_issues_count,std,2017-09,Scheme,30.19382220835513
payload.pull_request.base.repo.open_issues_count,std,2017-09,Scilab,8.62528275742324
payload.pull_request.base.repo.open_issues_count,std,2017-09,Self,
payload.pull_request.base.repo.open_issues_count,std,2017-09,ShaderLab,6.257643547438478
payload.pull_request.base.repo.open_issues_count,std,2017-09,Shell,104.71468567351764
payload.pull_request.base.repo.open_issues_count,std,2017-09,Shen,
payload.pull_request.base.repo.open_issues_count,std,2017-09,Slash,0.9759000729485333
payload.pull_request.base.repo.open_issues_count,std,2017-09,Smali,3.3399933466334266
payload.pull_request.base.repo.open_issues_count,std,2017-09,Smalltalk,51.27885177492216
payload.pull_request.base.repo.open_issues_count,std,2017-09,Smarty,160.59271563353343
payload.pull_request.base.repo.open_issues_count,std,2017-09,SourcePawn,23.956022051701215
payload.pull_request.base.repo.open_issues_count,std,2017-09,Squirrel,224.20953945454153
payload.pull_request.base.repo.open_issues_count,std,2017-09,Stan,64.15591128166565
payload.pull_request.base.repo.open_issues_count,std,2017-09,Standard ML,44.05741798385904
payload.pull_request.base.repo.open_issues_count,std,2017-09,Stata,0.6894704186026249
payload.pull_request.base.repo.open_issues_count,std,2017-09,SuperCollider,0.6859943405700354
payload.pull_request.base.repo.open_issues_count,std,2017-09,Swift,36.45368878582227
payload.pull_request.base.repo.open_issues_count,std,2017-09,SystemVerilog,14.820387128677666
payload.pull_request.base.repo.open_issues_count,std,2017-09,TI Program,
payload.pull_request.base.repo.open_issues_count,std,2017-09,Tcl,20.148032183137605
payload.pull_request.base.repo.open_issues_count,std,2017-09,TeX,34.103981963381536
payload.pull_request.base.repo.open_issues_count,std,2017-09,Terra,12.059376908803017
payload.pull_request.base.repo.open_issues_count,std,2017-09,Thrift,0.9156754547663373
payload.pull_request.base.repo.open_issues_count,std,2017-09,Turing,0.7071067811865476
payload.pull_request.base.repo.open_issues_count,std,2017-09,TypeScript,490.4848638762807
payload.pull_request.base.repo.open_issues_count,std,2017-09,Uno,8.408329203831164
payload.pull_request.base.repo.open_issues_count,std,2017-09,UnrealScript,38.66115271256199
payload.pull_request.base.repo.open_issues_count,std,2017-09,VCL,
payload.pull_request.base.repo.open_issues_count,std,2017-09,VHDL,25.435436725982147
payload.pull_request.base.repo.open_issues_count,std,2017-09,Vala,38.450080624030576
payload.pull_request.base.repo.open_issues_count,std,2017-09,Verilog,10.505172525429058
payload.pull_request.base.repo.open_issues_count,std,2017-09,Vim script,189.50457586579967
payload.pull_request.base.repo.open_issues_count,std,2017-09,VimL,10.585402773617037
payload.pull_request.base.repo.open_issues_count,std,2017-09,Visual Basic,67.42446395389666
payload.pull_request.base.repo.open_issues_count,std,2017-09,Volt,1.4142135623730951
payload.pull_request.base.repo.open_issues_count,std,2017-09,Vue,82.20302077538008
payload.pull_request.base.repo.open_issues_count,std,2017-09,Web Ontology Language,177.049566063763
payload.pull_request.base.repo.open_issues_count,std,2017-09,WebAssembly,35.53353237358504
payload.pull_request.base.repo.open_issues_count,std,2017-09,WebIDL,
payload.pull_request.base.repo.open_issues_count,std,2017-09,X10,
payload.pull_request.base.repo.open_issues_count,std,2017-09,XC,4.295837610899739
payload.pull_request.base.repo.open_issues_count,std,2017-09,XProc,0.0
payload.pull_request.base.repo.open_issues_count,std,2017-09,XQuery,40.78487983351588
payload.pull_request.base.repo.open_issues_count,std,2017-09,XSLT,41.376035927042366
payload.pull_request.base.repo.open_issues_count,std,2017-09,Xojo,0.0
payload.pull_request.base.repo.open_issues_count,std,2017-09,Xtend,114.67379088864996
payload.pull_request.base.repo.open_issues_count,std,2017-09,Yacc,5.341302734686096
payload.pull_request.base.repo.open_issues_count,std,2017-09,Zephir,0.0
payload.pull_request.base.repo.open_issues_count,std,2017-09,eC,
payload.pull_request.base.repo.open_issues_count,std,2017-09,nesC,30.352304123268762
payload.pull_request.base.repo.open_issues_count,std,2017-09,ooc,7.181324987175317
payload.pull_request.base.repo.open_issues_count,std,2017-09,wdl,
payload.pull_request.base.repo.open_issues_count,std,2017-09,xBase,
payload.pull_request.base.repo.open_issues_count,std,2017-10,1C Enterprise,55.58701663743786
payload.pull_request.base.repo.open_issues_count,std,2017-10,ABAP,49.562487744135275
payload.pull_request.base.repo.open_issues_count,std,2017-10,AGS Script,8.609103708671807
payload.pull_request.base.repo.open_issues_count,std,2017-10,AMPL,15.165465439324374
payload.pull_request.base.repo.open_issues_count,std,2017-10,ANTLR,48.04658477249341
payload.pull_request.base.repo.open_issues_count,std,2017-10,API Blueprint,9.948794337603417
payload.pull_request.base.repo.open_issues_count,std,2017-10,APL,12.720324943438616
payload.pull_request.base.repo.open_issues_count,std,2017-10,ASP,4.426839942864453
payload.pull_request.base.repo.open_issues_count,std,2017-10,ATS,
payload.pull_request.base.repo.open_issues_count,std,2017-10,ActionScript,28.229352884084374
payload.pull_request.base.repo.open_issues_count,std,2017-10,Ada,4.553068721489792
payload.pull_request.base.repo.open_issues_count,std,2017-10,Agda,12.045746137122432
payload.pull_request.base.repo.open_issues_count,std,2017-10,Alloy,
payload.pull_request.base.repo.open_issues_count,std,2017-10,AngelScript,2.8623167439780564
payload.pull_request.base.repo.open_issues_count,std,2017-10,ApacheConf,11.013411992234369
payload.pull_request.base.repo.open_issues_count,std,2017-10,Apex,90.7017640372327
payload.pull_request.base.repo.open_issues_count,std,2017-10,AppleScript,4.628534685333289
payload.pull_request.base.repo.open_issues_count,std,2017-10,Arc,2.886751345948129
payload.pull_request.base.repo.open_issues_count,std,2017-10,Arduino,23.514161504413003
payload.pull_request.base.repo.open_issues_count,std,2017-10,AspectJ,5.765248931147313
payload.pull_request.base.repo.open_issues_count,std,2017-10,Assembly,50.17871988156423
payload.pull_request.base.repo.open_issues_count,std,2017-10,Augeas,1.2909944487358056
payload.pull_request.base.repo.open_issues_count,std,2017-10,AutoHotkey,12.92199517039352
payload.pull_request.base.repo.open_issues_count,std,2017-10,AutoIt,5.333333333333334
payload.pull_request.base.repo.open_issues_count,std,2017-10,Awk,7.524035560197142
payload.pull_request.base.repo.open_issues_count,std,2017-10,Ballerina,0.0
payload.pull_request.base.repo.open_issues_count,std,2017-10,Batchfile,17.869252828699413
payload.pull_request.base.repo.open_issues_count,std,2017-10,BitBake,28.565633498157062
payload.pull_request.base.repo.open_issues_count,std,2017-10,BlitzBasic,
payload.pull_request.base.repo.open_issues_count,std,2017-10,Brainfuck,6.819609278182344
payload.pull_request.base.repo.open_issues_count,std,2017-10,Brightscript,2.2189658681037714
payload.pull_request.base.repo.open_issues_count,std,2017-10,Bro,1.6431676725154984
payload.pull_request.base.repo.open_issues_count,std,2017-10,C,223.59265013007635
payload.pull_request.base.repo.open_issues_count,std,2017-10,C#,414.2125957649179
payload.pull_request.base.repo.open_issues_count,std,2017-10,C++,343.51090073051915
payload.pull_request.base.repo.open_issues_count,std,2017-10,CLIPS,0.0
payload.pull_request.base.repo.open_issues_count,std,2017-10,CMake,104.45633525196949
payload.pull_request.base.repo.open_issues_count,std,2017-10,COBOL,16.502259818721168
payload.pull_request.base.repo.open_issues_count,std,2017-10,CSS,39.93436386642336
payload.pull_request.base.repo.open_issues_count,std,2017-10,CWeb,
payload.pull_request.base.repo.open_issues_count,std,2017-10,CartoCSS,199.93401004927662
payload.pull_request.base.repo.open_issues_count,std,2017-10,Ceylon,46.171058756180436
payload.pull_request.base.repo.open_issues_count,std,2017-10,Chapel,94.03779805315823
payload.pull_request.base.repo.open_issues_count,std,2017-10,Cirru,
payload.pull_request.base.repo.open_issues_count,std,2017-10,Clean,2.1213203435596424
payload.pull_request.base.repo.open_issues_count,std,2017-10,Clojure,184.09288020037687
payload.pull_request.base.repo.open_issues_count,std,2017-10,CoffeeScript,101.85629972208449
payload.pull_request.base.repo.open_issues_count,std,2017-10,ColdFusion,97.9279831440366
payload.pull_request.base.repo.open_issues_count,std,2017-10,Common Lisp,29.20873021264226
payload.pull_request.base.repo.open_issues_count,std,2017-10,Component Pascal,1.8081014266989472
payload.pull_request.base.repo.open_issues_count,std,2017-10,Cool,
payload.pull_request.base.repo.open_issues_count,std,2017-10,Coq,27.460237467009424
payload.pull_request.base.repo.open_issues_count,std,2017-10,Crystal,192.69232727197044
payload.pull_request.base.repo.open_issues_count,std,2017-10,Csound Document,
payload.pull_request.base.repo.open_issues_count,std,2017-10,Cucumber,
payload.pull_request.base.repo.open_issues_count,std,2017-10,Cuda,20.85863721528502
payload.pull_request.base.repo.open_issues_count,std,2017-10,D,90.47475596065159
payload.pull_request.base.repo.open_issues_count,std,2017-10,DIGITAL Command Language,12.454607557737395
payload.pull_request.base.repo.open_issues_count,std,2017-10,DM,544.2718386860286
payload.pull_request.base.repo.open_issues_count,std,2017-10,DOT,
payload.pull_request.base.repo.open_issues_count,std,2017-10,DTrace,0.5773502691896257
payload.pull_request.base.repo.open_issues_count,std,2017-10,Dart,779.5614394636399
payload.pull_request.base.repo.open_issues_count,std,2017-10,Delphi,
payload.pull_request.base.repo.open_issues_count,std,2017-10,Diff,
payload.pull_request.base.repo.open_issues_count,std,2017-10,E,0.4629100498862757
payload.pull_request.base.repo.open_issues_count,std,2017-10,ECL,
payload.pull_request.base.repo.open_issues_count,std,2017-10,EQ,
payload.pull_request.base.repo.open_issues_count,std,2017-10,Eagle,20.74245968296995
payload.pull_request.base.repo.open_issues_count,std,2017-10,Eiffel,10.766113291355373
payload.pull_request.base.repo.open_issues_count,std,2017-10,Elixir,58.8837587605393
payload.pull_request.base.repo.open_issues_count,std,2017-10,Elm,9.064141591863498
payload.pull_request.base.repo.open_issues_count,std,2017-10,Emacs Lisp,367.68853088948003
payload.pull_request.base.repo.open_issues_count,std,2017-10,EmberScript,5.577721363581736
payload.pull_request.base.repo.open_issues_count,std,2017-10,Erlang,49.826413199395276
payload.pull_request.base.repo.open_issues_count,std,2017-10,F#,161.9417067692672
payload.pull_request.base.repo.open_issues_count,std,2017-10,FLUX,
payload.pull_request.base.repo.open_issues_count,std,2017-10,FORTRAN,13.56926674511191
payload.pull_request.base.repo.open_issues_count,std,2017-10,Factor,205.84792121045737
payload.pull_request.base.repo.open_issues_count,std,2017-10,Forth,5.911135294326822
payload.pull_request.base.repo.open_issues_count,std,2017-10,Fortran,44.68383705103799
payload.pull_request.base.repo.open_issues_count,std,2017-10,FreeMarker,126.25770888941207
payload.pull_request.base.repo.open_issues_count,std,2017-10,GAMS,0.5871429486123998
payload.pull_request.base.repo.open_issues_count,std,2017-10,GAP,144.03444532739408
payload.pull_request.base.repo.open_issues_count,std,2017-10,GCC Machine Description,1347.0028953198282
payload.pull_request.base.repo.open_issues_count,std,2017-10,GDB,
payload.pull_request.base.repo.open_issues_count,std,2017-10,GDScript,12.846776704007373
payload.pull_request.base.repo.open_issues_count,std,2017-10,GLSL,19.75405716117887
payload.pull_request.base.repo.open_issues_count,std,2017-10,Game Maker Language,156.3495577560945
payload.pull_request.base.repo.open_issues_count,std,2017-10,Genshi,
payload.pull_request.base.repo.open_issues_count,std,2017-10,Gherkin,24.974177315232836
payload.pull_request.base.repo.open_issues_count,std,2017-10,Glyph,
payload.pull_request.base.repo.open_issues_count,std,2017-10,Gnuplot,74.20618863256993
payload.pull_request.base.repo.open_issues_count,std,2017-10,Go,1020.9418683428338
payload.pull_request.base.repo.open_issues_count,std,2017-10,Gosu,4.670778128727187
payload.pull_request.base.repo.open_issues_count,std,2017-10,Grammatical Framework,2.3094010767585034
payload.pull_request.base.repo.open_issues_count,std,2017-10,Groff,0.816496580927726
payload.pull_request.base.repo.open_issues_count,std,2017-10,Groovy,171.39482912624047
payload.pull_request.base.repo.open_issues_count,std,2017-10,HCL,53.523970503414155
payload.pull_request.base.repo.open_issues_count,std,2017-10,HLSL,10.243260723221997
payload.pull_request.base.repo.open_issues_count,std,2017-10,HTML,418.6592853022487
payload.pull_request.base.repo.open_issues_count,std,2017-10,Hack,30.266493124585907
payload.pull_request.base.repo.open_issues_count,std,2017-10,Handlebars,
payload.pull_request.base.repo.open_issues_count,std,2017-10,Harbour,0.8850612031567836
payload.pull_request.base.repo.open_issues_count,std,2017-10,Haskell,141.692386106464
payload.pull_request.base.repo.open_issues_count,std,2017-10,Haxe,183.32981436833944
payload.pull_request.base.repo.open_issues_count,std,2017-10,Hy,
payload.pull_request.base.repo.open_issues_count,std,2017-10,HyPhy,3.775766181374352
payload.pull_request.base.repo.open_issues_count,std,2017-10,IDL,5.44944295973713
payload.pull_request.base.repo.open_issues_count,std,2017-10,IGOR Pro,1.7320508075688772
payload.pull_request.base.repo.open_issues_count,std,2017-10,Idris,5.5506327395643655
payload.pull_request.base.repo.open_issues_count,std,2017-10,Inform 7,5.823410106042497
payload.pull_request.base.repo.open_issues_count,std,2017-10,Inno Setup,75.34899195234992
payload.pull_request.base.repo.open_issues_count,std,2017-10,Io,0.0
payload.pull_request.base.repo.open_issues_count,std,2017-10,Isabelle,0.7071067811865476
payload.pull_request.base.repo.open_issues_count,std,2017-10,Jasmin,
payload.pull_request.base.repo.open_issues_count,std,2017-10,Java,151.17909660149328
payload.pull_request.base.repo.open_issues_count,std,2017-10,JavaScript,329.03704128333146
payload.pull_request.base.repo.open_issues_count,std,2017-10,Jolie,
payload.pull_request.base.repo.open_issues_count,std,2017-10,Julia,838.2391108534528
payload.pull_request.base.repo.open_issues_count,std,2017-10,Jupyter Notebook,41.88392243494217
payload.pull_request.base.repo.open_issues_count,std,2017-10,KiCad,6.287112037953338
payload.pull_request.base.repo.open_issues_count,std,2017-10,Kotlin,42.86183657492129
payload.pull_request.base.repo.open_issues_count,std,2017-10,LLVM,16.986580363589972
payload.pull_request.base.repo.open_issues_count,std,2017-10,LOLCODE,
payload.pull_request.base.repo.open_issues_count,std,2017-10,LSL,4.8373546489791295
payload.pull_request.base.repo.open_issues_count,std,2017-10,LabVIEW,23.629832109374824
payload.pull_request.base.repo.open_issues_count,std,2017-10,Lasso,12.39743637093688
payload.pull_request.base.repo.open_issues_count,std,2017-10,Lean,4.795831523312719
payload.pull_request.base.repo.open_issues_count,std,2017-10,Lex,0.3631365196012815
payload.pull_request.base.repo.open_issues_count,std,2017-10,LilyPond,18.66841936059196
payload.pull_request.base.repo.open_issues_count,std,2017-10,Limbo,0.0
payload.pull_request.base.repo.open_issues_count,std,2017-10,Liquid,43.29245051426274
payload.pull_request.base.repo.open_issues_count,std,2017-10,LiveScript,141.18693001248099
payload.pull_request.base.repo.open_issues_count,std,2017-10,Logos,82.83627681287291
payload.pull_request.base.repo.open_issues_count,std,2017-10,Logtalk,
payload.pull_request.base.repo.open_issues_count,std,2017-10,LookML,0.9935034115075552
payload.pull_request.base.repo.open_issues_count,std,2017-10,LoomScript,0.0
payload.pull_request.base.repo.open_issues_count,std,2017-10,Lua,100.48701267463187
payload.pull_request.base.repo.open_issues_count,std,2017-10,M,7.808420363391598
payload.pull_request.base.repo.open_issues_count,std,2017-10,M4,4.86200393649378
payload.pull_request.base.repo.open_issues_count,std,2017-10,MAXScript,16.09151284728337
payload.pull_request.base.repo.open_issues_count,std,2017-10,MQL4,0.0
payload.pull_request.base.repo.open_issues_count,std,2017-10,MQL5,
payload.pull_request.base.repo.open_issues_count,std,2017-10,Makefile,60.57390550834446
payload.pull_request.base.repo.open_issues_count,std,2017-10,Mako,2.807552838536876
payload.pull_request.base.repo.open_issues_count,std,2017-10,Mask,0.0
payload.pull_request.base.repo.open_issues_count,std,2017-10,Mathematica,5.030211545603816
payload.pull_request.base.repo.open_issues_count,std,2017-10,Matlab,24.400761385291766
payload.pull_request.base.repo.open_issues_count,std,2017-10,Max,0.7071067811865476
payload.pull_request.base.repo.open_issues_count,std,2017-10,Mercury,0.44721359549995804
payload.pull_request.base.repo.open_issues_count,std,2017-10,Meson,0.0
payload.pull_request.base.repo.open_issues_count,std,2017-10,Metal,
payload.pull_request.base.repo.open_issues_count,std,2017-10,Modelica,57.37086109996272
payload.pull_request.base.repo.open_issues_count,std,2017-10,Modula-2,
payload.pull_request.base.repo.open_issues_count,std,2017-10,MoonScript,39.899549195122816
payload.pull_request.base.repo.open_issues_count,std,2017-10,NCL,6.860985226596095
payload.pull_request.base.repo.open_issues_count,std,2017-10,NSIS,18.720842538603634
payload.pull_request.base.repo.open_issues_count,std,2017-10,Nemerle,
payload.pull_request.base.repo.open_issues_count,std,2017-10,NetLogo,6.697257712643677
payload.pull_request.base.repo.open_issues_count,std,2017-10,NewLisp,0.5345224838248488
payload.pull_request.base.repo.open_issues_count,std,2017-10,Nginx,3.320476131497929
payload.pull_request.base.repo.open_issues_count,std,2017-10,Nim,562.8180422951483
payload.pull_request.base.repo.open_issues_count,std,2017-10,Nimrod,0.44721359549995804
payload.pull_request.base.repo.open_issues_count,std,2017-10,Nix,945.9404294086501
payload.pull_request.base.repo.open_issues_count,std,2017-10,OCaml,268.4021040069286
payload.pull_request.base.repo.open_issues_count,std,2017-10,Objective-C,119.17824171004524
payload.pull_request.base.repo.open_issues_count,std,2017-10,Objective-C++,83.47132047311733
payload.pull_request.base.repo.open_issues_count,std,2017-10,Objective-J,28.49117629085857
payload.pull_request.base.repo.open_issues_count,std,2017-10,OpenEdge ABL,4.306116075875652
payload.pull_request.base.repo.open_issues_count,std,2017-10,OpenSCAD,2.400517263196452
payload.pull_request.base.repo.open_issues_count,std,2017-10,P4,32.586043061856245
payload.pull_request.base.repo.open_issues_count,std,2017-10,PAWN,10.285912696499032
payload.pull_request.base.repo.open_issues_count,std,2017-10,PHP,207.4887833059499
payload.pull_request.base.repo.open_issues_count,std,2017-10,PLSQL,25.64978257194241
payload.pull_request.base.repo.open_issues_count,std,2017-10,PLpgSQL,74.53215111737363
payload.pull_request.base.repo.open_issues_count,std,2017-10,POV-Ray SDL,124.3366954931401
payload.pull_request.base.repo.open_issues_count,std,2017-10,Pan,34.99047489436708
payload.pull_request.base.repo.open_issues_count,std,2017-10,Papyrus,11.30044246921332
payload.pull_request.base.repo.open_issues_count,std,2017-10,Parrot,0.0
payload.pull_request.base.repo.open_issues_count,std,2017-10,Pascal,52.25711035732801
payload.pull_request.base.repo.open_issues_count,std,2017-10,Pep8,
payload.pull_request.base.repo.open_issues_count,std,2017-10,Perl,85.07587588130326
payload.pull_request.base.repo.open_issues_count,std,2017-10,Perl 6,85.44130486315667
payload.pull_request.base.repo.open_issues_count,std,2017-10,Perl6,5.038798741130983
payload.pull_request.base.repo.open_issues_count,std,2017-10,PicoLisp,
payload.pull_request.base.repo.open_issues_count,std,2017-10,PigLatin,0.0
payload.pull_request.base.repo.open_issues_count,std,2017-10,Pony,102.73744312109956
payload.pull_request.base.repo.open_issues_count,std,2017-10,PostScript,32.42555539624052
payload.pull_request.base.repo.open_issues_count,std,2017-10,PowerBuilder,
payload.pull_request.base.repo.open_issues_count,std,2017-10,PowerShell,84.54564556549359
payload.pull_request.base.repo.open_issues_count,std,2017-10,Processing,7.271780241370601
payload.pull_request.base.repo.open_issues_count,std,2017-10,Prolog,46.70911471579999
payload.pull_request.base.repo.open_issues_count,std,2017-10,Propeller Spin,0.0
payload.pull_request.base.repo.open_issues_count,std,2017-10,Protocol Buffer,29.164451292445268
payload.pull_request.base.repo.open_issues_count,std,2017-10,Puppet,9.332886511122153
payload.pull_request.base.repo.open_issues_count,std,2017-10,Pure Data,2.0
payload.pull_request.base.repo.open_issues_count,std,2017-10,PureBasic,0.5773502691896257
payload.pull_request.base.repo.open_issues_count,std,2017-10,PureScript,15.096226434486692
payload.pull_request.base.repo.open_issues_count,std,2017-10,Python,533.883972218955
payload.pull_request.base.repo.open_issues_count,std,2017-10,QML,60.00507859707805
payload.pull_request.base.repo.open_issues_count,std,2017-10,QMake,0.28232985128663995
payload.pull_request.base.repo.open_issues_count,std,2017-10,R,86.2260997908259
payload.pull_request.base.repo.open_issues_count,std,2017-10,RAML,6.985073069857307
payload.pull_request.base.repo.open_issues_count,std,2017-10,Racket,77.84242788748527
payload.pull_request.base.repo.open_issues_count,std,2017-10,Ragel,2.618118686107537
payload.pull_request.base.repo.open_issues_count,std,2017-10,Ragel in Ruby Host,
payload.pull_request.base.repo.open_issues_count,std,2017-10,Rascal,26.227212331215583
payload.pull_request.base.repo.open_issues_count,std,2017-10,Rebol,0.7867957924694431
payload.pull_request.base.repo.open_issues_count,std,2017-10,Red,171.720121127374
payload.pull_request.base.repo.open_issues_count,std,2017-10,Ren'Py,34.304564080732696
payload.pull_request.base.repo.open_issues_count,std,2017-10,RenderScript,
payload.pull_request.base.repo.open_issues_count,std,2017-10,Ring,0.3535533905932738
payload.pull_request.base.repo.open_issues_count,std,2017-10,RobotFramework,10.728738624273685
payload.pull_request.base.repo.open_issues_count,std,2017-10,Roff,43.00900774223883
payload.pull_request.base.repo.open_issues_count,std,2017-10,Ruby,506.2961247222864
payload.pull_request.base.repo.open_issues_count,std,2017-10,Rust,707.014933000353
payload.pull_request.base.repo.open_issues_count,std,2017-10,SAS,4.63205289029547
payload.pull_request.base.repo.open_issues_count,std,2017-10,SMT,37.11797817496891
payload.pull_request.base.repo.open_issues_count,std,2017-10,SQF,18.66624116768655
payload.pull_request.base.repo.open_issues_count,std,2017-10,SQLPL,9.294793642383308
payload.pull_request.base.repo.open_issues_count,std,2017-10,SRecode Template,0.5477225575051662
payload.pull_request.base.repo.open_issues_count,std,2017-10,SaltStack,14.272944558758883
payload.pull_request.base.repo.open_issues_count,std,2017-10,Scala,127.9844823083321
payload.pull_request.base.repo.open_issues_count,std,2017-10,Scheme,28.597808390584206
payload.pull_request.base.repo.open_issues_count,std,2017-10,Scilab,12.550544070381372
payload.pull_request.base.repo.open_issues_count,std,2017-10,Self,
payload.pull_request.base.repo.open_issues_count,std,2017-10,ShaderLab,1.3860671939014544
payload.pull_request.base.repo.open_issues_count,std,2017-10,Shell,143.0696240629808
payload.pull_request.base.repo.open_issues_count,std,2017-10,Shen,17.211770381995564
payload.pull_request.base.repo.open_issues_count,std,2017-10,Slash,8.542052836799048
payload.pull_request.base.repo.open_issues_count,std,2017-10,Smali,1.4142135623730951
payload.pull_request.base.repo.open_issues_count,std,2017-10,Smalltalk,35.38974043152409
payload.pull_request.base.repo.open_issues_count,std,2017-10,Smarty,143.0789951231605
payload.pull_request.base.repo.open_issues_count,std,2017-10,SourcePawn,12.147503615062684
payload.pull_request.base.repo.open_issues_count,std,2017-10,Squirrel,354.35600429198
payload.pull_request.base.repo.open_issues_count,std,2017-10,Stan,75.99063707508263
payload.pull_request.base.repo.open_issues_count,std,2017-10,Standard ML,40.487716898467475
payload.pull_request.base.repo.open_issues_count,std,2017-10,Stata,1.3813759964230452
payload.pull_request.base.repo.open_issues_count,std,2017-10,SuperCollider,0.6399404734221844
payload.pull_request.base.repo.open_issues_count,std,2017-10,Swift,36.41275783577843
payload.pull_request.base.repo.open_issues_count,std,2017-10,SystemVerilog,14.176337596187288
payload.pull_request.base.repo.open_issues_count,std,2017-10,TI Program,0.0
payload.pull_request.base.repo.open_issues_count,std,2017-10,Tcl,22.278910919469247
payload.pull_request.base.repo.open_issues_count,std,2017-10,TeX,59.39959370094778
payload.pull_request.base.repo.open_issues_count,std,2017-10,Terra,12.489995996796797
payload.pull_request.base.repo.open_issues_count,std,2017-10,Thrift,0.812510406193767
payload.pull_request.base.repo.open_issues_count,std,2017-10,Turing,0.0
payload.pull_request.base.repo.open_issues_count,std,2017-10,TypeScript,522.5840610795951
payload.pull_request.base.repo.open_issues_count,std,2017-10,Uno,12.020815280171307
payload.pull_request.base.repo.open_issues_count,std,2017-10,UnrealScript,38.65626204595342
payload.pull_request.base.repo.open_issues_count,std,2017-10,VCL,2.385618676693372
payload.pull_request.base.repo.open_issues_count,std,2017-10,VHDL,18.671336257758675
payload.pull_request.base.repo.open_issues_count,std,2017-10,Vala,40.80065212727603
payload.pull_request.base.repo.open_issues_count,std,2017-10,Verilog,5.352234476143578
payload.pull_request.base.repo.open_issues_count,std,2017-10,Vim script,187.1917896713765
payload.pull_request.base.repo.open_issues_count,std,2017-10,VimL,10.890546925920619
payload.pull_request.base.repo.open_issues_count,std,2017-10,Visual Basic,77.61289662214739
payload.pull_request.base.repo.open_issues_count,std,2017-10,Volt,
payload.pull_request.base.repo.open_issues_count,std,2017-10,Vue,77.11832979624855
payload.pull_request.base.repo.open_issues_count,std,2017-10,Web Ontology Language,185.1409848144503
payload.pull_request.base.repo.open_issues_count,std,2017-10,WebAssembly,43.62642498835949
payload.pull_request.base.repo.open_issues_count,std,2017-10,WebIDL,
payload.pull_request.base.repo.open_issues_count,std,2017-10,X10,
payload.pull_request.base.repo.open_issues_count,std,2017-10,XC,3.322228932760307
payload.pull_request.base.repo.open_issues_count,std,2017-10,XProc,0.0
payload.pull_request.base.repo.open_issues_count,std,2017-10,XQuery,18.01514514361332
payload.pull_request.base.repo.open_issues_count,std,2017-10,XSLT,49.45792722404103
payload.pull_request.base.repo.open_issues_count,std,2017-10,Xojo,0.0
payload.pull_request.base.repo.open_issues_count,std,2017-10,Xtend,102.86510751124558
payload.pull_request.base.repo.open_issues_count,std,2017-10,Yacc,3.6718401263014964
payload.pull_request.base.repo.open_issues_count,std,2017-10,Zephir,
payload.pull_request.base.repo.open_issues_count,std,2017-10,eC,
